R, P, T, Rho, Kappa, Epsilon, Qm, L_r, dlPlT
0.009305688396629793, 6340841782270581.0, 11527053.12627693, 4.086995306191784, 0.6672717488003346, 0.3176346866289826, 0.9958549580473429, 1.9127257528026746e+34, 2.4832011649834542
0.013958532594938296, 4269717280316485.5, 9830020.572878987, 3.2320553200812934, 0.8104352221593014, 0.12153362257974498, 0.9958525527805645, 1.9127259301820107e+34, 2.4869054536359365
0.018611376793246797, 3411195636542098.0, 8981566.616019374, 2.828108042660512, 0.9176972029066062, 0.06940910730626328, 0.9958485964569891, 1.9127260705821578e+34, 2.4884348627285817
0.023264220991555302, 2949737618700693.0, 8471990.3353918, 2.5936823151069723, 0.9997645596421008, 0.047962581301650035, 0.995842722116916, 1.9127262031658185e+34, 2.4893052678554297
0.027917065189863803, 2663585373653557.5, 8131723.194252037, 2.4407215625784624, 1.0642107528295528, 0.036873477076834346, 0.9958345617808682, 1.912726338246257e+34, 2.489877266672259
0.03256990938817231, 2469329336929069.0, 7888130.048780112, 2.3330293197623626, 1.116050981807305, 0.03027963040995771, 0.995823747512249, 1.912726480978211e+34, 2.490284958684863
0.037222753586480806, 2328951846010430.5, 7704899.785528018, 2.253039758180667, 1.158634382076297, 0.025973400814963157, 0.9958099117747649, 1.9127266345631594e+34, 2.490591473466858
0.041875597784789304, 2222753594128684.8, 7561861.0252418835, 2.1912118527621263, 1.194252041467333, 0.02296638506955647, 0.995792687615656, 1.9127268013032821e+34, 2.490830966472163
0.0465284419830978, 2139543136907725.8, 7446911.334145994, 2.1419215371707767, 1.2245131813532657, 0.020758743534900745, 0.9957717087908358, 1.9127269830264738e+34, 2.4910236896315636
0.051181286181406306, 2072505710609524.0, 7352349.288722544, 2.1016407284566374, 1.2505767324373451, 0.01907378095094362, 0.9957466098663555, 1.9127271812830774e+34, 2.4911824642974185
0.055834130379714804, 2017260472694594.0, 7273040.659207038, 2.0680450177773864, 1.2732964971452758, 0.01774725752961978, 0.9957170263087535, 1.912727397446456e+34, 2.491315821343534
0.0604869745780233, 1970865897170608.8, 7205431.012788552, 2.0395411200103823, 1.2933143782486756, 0.016676126965116382, 0.9956825945695861, 1.912727632768369e+34, 2.491429664478354
0.0651398187763318, 1931275025271349.5, 7146981.4999665795, 2.01500059268279, 1.3111217685072545, 0.015792755868130063, 0.9956429521666312, 1.9127278884112332e+34, 2.4915282122605156
0.0697926629746403, 1897020232662394.8, 7095830.330426666, 1.9936019617339615, 1.3271009500890631, 0.015051065154095378, 0.9955977377630245, 1.9127281654677514e+34, 2.4916145606205573
0.0744455071729488, 1867022277728466.8, 7050581.196603832, 1.9747330621473245, 1.341553636676372, 0.01441865921761492, 0.9955465912450095, 1.9127284649732486e+34, 2.491691033601513
0.0790983513712573, 1840470077344165.0, 7010166.371462401, 1.9579284131345198, 1.3547210532508593, 0.013872144697222066, 0.9954891537986877, 1.9127287879136092e+34, 2.491759410083013
0.0837511955695658, 1816742467366836.8, 6973755.440229356, 1.9428277983955653, 1.3667983252390834, 0.013394234718217822, 0.9954250679859868, 1.9127291352304596e+34, 2.491821074903707
0.0884040397678743, 1795355806050631.0, 6940692.853493647, 1.929148125493978, 1.3779449642418158, 0.01297189593922793, 0.9953539778199841, 1.9127295078245733e+34, 2.4918771222926646
0.0930568839661828, 1775927993857804.5, 6910454.21418776, 1.9166638513354382, 1.3882926270336868, 0.012595127416557248, 0.9952755288396593, 1.9127299065580994e+34, 2.4919284283133645
0.09770972816449129, 1758153213935427.0, 6882615.053841101, 1.9051930795605667, 1.397950937683088, 0.01225613475128061, 0.9951893681841247, 1.9127303322559962e+34, 2.49197570264736
0.10236257236279979, 1741783847030121.5, 6856828.124267405, 1.8945875014008975, 1.4070119125524627, 0.011948758623601109, 0.9950951446663567, 1.9127307857069188e+34, 2.4920195262871423
0.10701541656110829, 1726617293435353.8, 6832806.613052167, 1.8847249953366805, 1.4155533631846777, 0.011668071198929481, 0.9949925088464412, 1.9127312676637298e+34, 2.492060379417799
0.1116682607594168, 1712486217394279.8, 6810311.555081627, 1.8755041004904227, 1.4236415416273605, 0.011410085825238746, 0.9948811131043357, 1.9127317788437446e+34, 2.492098662348212
0.1163211049577253, 1699251220974804.8, 6789142.265234906, 1.8668398328219427, 1.4313332174830482, 0.01117154474379092, 0.994760611712146, 1.9127323199287948e+34, 2.4921347114308623
0.1209739491560338, 1686795270315053.0, 6769128.978859586, 1.8586604783954412, 1.4386773239068211, 0.010949761508185355, 0.9946306609059107, 1.912732891565165e+34, 2.4921688113181863
0.1256267933543423, 1675019404377941.0, 6750127.12765049, 1.8509051075409528, 1.4457162732451514, 0.010742502408653008, 0.9944909189568839, 1.9127334943634437e+34, 2.4922012045028388
0.1302796375526508, 1663839394914528.2, 6732012.842087124, 1.8435216277068989, 1.4524870170455209, 0.010547896128676418, 0.9943410462423061, 1.9127341288983194e+34, 2.492232098819764
0.13493248175095932, 1653183120592775.8, 6714679.384368715, 1.83646524358558, 1.4590219064845535, 0.01036436412077565, 0.9941807053156505, 1.9127347957083462e+34, 2.492261673398301
0.13958532594926784, 1642988483391835.8, 6698034.294734521, 1.8296972284930233, 1.4653493956664605, 0.010190566382071444, 0.9940095609763306, 1.9127354952956924e+34, 2.4922900834307335
0.14423817014757634, 1633201741046332.8, 6681997.090085324, 1.8231839360081188, 1.4714946202429902, 0.010025358810793597, 0.993827280338857, 1.9127362281258885e+34, 2.492317464016968
0.14889101434588486, 1623776161797793.8, 6666497.394092512, 1.8168959987955933, 1.4774798763762833, 0.009867759366780233, 0.9936335329014272, 1.9127369946275831e+34, 2.4923439332917243
0.15354385854419336, 1614670931082311.2, 6651473.407268866, 1.810807674525027, 1.483325019494157, 0.009716920992512954, 0.9934279906139349, 1.9127377951923145e+34, 2.4923695949857034
0.1581967027425019, 1605850256801628.5, 6636870.6470103245, 1.8048963083170515, 1.4890477980718784, 0.009572109774302033, 0.9932103279453853, 1.912738630174305e+34, 2.492394540533377
0.16284954694081039, 1597282632351171.2, 6622640.90361564, 1.7991418881976533, 1.4946641344586082, 0.009432687200727761, 0.9929802219506982, 1.9127394998902813e+34, 2.492418850823334
0.1675023911391189, 1588940225892264.8, 6608741.370289074, 1.79352667531374, 1.5001883622941234, 0.009298095650928626, 0.9927373523368882, 1.9127404046193276e+34, 2.492442597654396
