R, P, T, Rho, Kappa, Epsilon, Qm, L_r, dlPlT
0.01654344603830806, 1.0811417012915762e+17, 19828064.040463127, 40.65083856015761, 0.6744640604050041, 159.32190232082186, 0.9622901927931417, 1.9112399343384668e+34, 4.420639631298537
0.02481516905752318, 3.1455144109180316e+16, 14996423.55907361, 15.630584971122493, 0.7383510929396508, 4.146017799583991, 0.9622014517560253, 1.912872819476651e+34, 4.3886324982290414
0.033086892076738296, 1.4321444828028486e+16, 12535058.049615359, 8.511461108890638, 0.789106550891876, 0.9640071676106681, 0.9621188227598542, 1.9129416730782417e+34, 4.373405132214545
0.04135861509595341, 8241898426911754.0, 11047358.42711226, 5.55674963751982, 0.8300996826278977, 0.35722060889491913, 0.9620362608423154, 1.9129612690494908e+34, 4.353329353008293
0.04963033811516853, 5455659598563583.0, 10048451.572333153, 4.043266987950489, 0.8644459433106946, 0.16849065724319737, 0.961950715628659, 1.912969667082351e+34, 4.324568602394366
0.05790206113438365, 3955692835959571.0, 9328520.167503377, 3.1575037653711124, 0.8942448168447288, 0.09285962691534845, 0.9618603422629755, 1.9129741707958376e+34, 4.287301898287968
0.06617378415359876, 3054442660518953.5, 8782563.953267146, 2.589452214358724, 0.9208674395569378, 0.05703874472530177, 0.9617638583113738, 1.9129769631841601e+34, 4.242715565758089
0.07444550717281387, 2468257277373033.5, 8352364.777190204, 2.200148133369119, 0.9452212570719256, 0.037920975922350435, 0.9616602759433879, 1.9129788774153752e+34, 4.192204173030207
0.08271723019202898, 2063566596684327.5, 8003093.502982969, 1.9196128767726242, 0.9679201375906918, 0.02676319814268968, 0.9615487760230873, 1.9129802884599756e+34, 4.137112967960879
0.09098895321124409, 1770929480087336.8, 7712654.70556576, 1.7093827431321291, 0.9893888861679256, 0.01978428943087048, 0.9614286430374758, 1.91298138650739e+34, 4.078648372975926
0.0992606762304592, 1551361948310443.5, 7466361.106738263, 1.5468224228776861, 1.0099279019649323, 0.015172372107595762, 0.9612992288723797, 1.9129822771758758e+34, 4.0178525260336295
0.10753239924967431, 1381594661226204.5, 7254070.61611897, 1.4178622708871067, 1.0297539385376258, 0.011985659151590786, 0.9611599314188967, 1.912983023428358e+34, 3.9556051426583236
0.11580412226888942, 1247025600825859.0, 7068554.0952065755, 1.3133561084297305, 1.0490263475623092, 0.009701215021747311, 0.9610101813220117, 1.912983664993727e+34, 3.892637042710994
0.12407584528810453, 1138102670273755.2, 6904518.606515264, 1.2271320563286479, 1.0678643299064967, 0.008012372716528599, 0.9608494334484728, 1.912984228131369e+34, 3.829547920777893
0.13234756830731964, 1048354210690776.5, 6757998.662862036, 1.154891613776698, 1.0863584999767057, 0.0067308442775580795, 0.9606771612170943, 1.912984730879301e+34, 3.7668247298950983
0.14061929132653475, 973262245958737.2, 6625963.455032108, 1.0935588992080054, 1.1045787812958239, 0.005736416515247424, 0.9604928527334812, 1.9129851860359298e+34, 3.704858959263681
0.14889101434574986, 909590026588916.5, 6506055.738368596, 1.0408807272225251, 1.1225798900113917, 0.004949712332710777, 0.9602960081005042, 1.9129856029354895e+34, 3.6439620843256764
0.15716273736496497, 854965793272365.5, 6396413.65671795, 0.9951724284353103, 1.140405204218666, 0.004316763099565442, 0.9600861375171855, 1.9129859885484606e+34, 3.5843789867239466
0.16543446038418008, 807616811637518.8, 6295546.334069969, 0.9551514829944852, 1.1580895350163283, 0.0037999224002920355, 0.9598627599196844, 1.9129863481876726e+34, 3.526299401728689
0.1737061834033952, 766194608595228.5, 6202245.218118894, 0.9198257753977022, 1.1756611386671285, 0.0033723280496467897, 0.9596254020033417, 1.9129866859753042e+34, 3.46986756967689
0.1819779064226103, 729657256586382.0, 6115519.738499101, 0.8884167936775421, 1.1931431967260355, 0.0030144229749527163, 0.9593735975178587, 1.9129870051600767e+34, 3.41519031114242
0.1902496294418254, 697188312324652.5, 6034549.838618315, 0.8603057511747567, 1.2105549180942954, 0.0027117098460872047, 0.9591068867616733, 1.9129873083378378e+34, 3.3623437494044093
0.19852135246104052, 668139878751675.5, 5958650.432276483, 0.8349950858727745, 1.2279123689717255, 0.002453266565655041, 0.9588248162238626, 1.9129875976082208e+34, 3.31137888858855
0.20679307548025563, 641991889488344.1, 5887244.427801391, 0.812080486210474, 1.245229104626197, 0.002230743248738133, 0.9585269383368074, 1.9129878746880224e+34, 3.2623262327436784
0.21506479849947074, 618322517728905.4, 5819842.000742655, 0.7912302556340344, 1.2625166551896927, 0.0020376710773682663, 0.9582128113130266, 1.912988140994665e+34, 3.2151996059871935
0.22333652151868585, 596786350150617.0, 5756024.486837214, 0.7721698793274301, 1.279784902793347, 0.0018689774758462424, 0.9578819990466559, 1.9129883977085921e+34, 3.1699993096935724
0.23160824453790096, 577098069358425.4, 5695431.734603612, 0.7546703350637228, 1.2970423770051007, 0.0017206404280746754, 0.95753407106503, 1.9129886458205705e+34, 3.1267147308582723
0.23987996755711607, 559020102486830.5, 5637752.078745843, 0.7385391366043275, 1.3142964882603487, 0.0015894382967028408, 0.9571686025194011, 1.912988886168016e+34, 3.0853264967123692
0.24815169057633119, 542353164642626.25, 5582714.3203571495, 0.7236133971230495, 1.3315537138078546, 0.001472766257830691, 0.9567851742064215, 1.9129891194632163e+34, 3.045808254400259
0.25642341359554627, 526928941989998.2, 5530081.259138728, 0.7097544037164328, 1.3488197469824743, 0.0013684998981573007, 0.9563833726139211, 1.9129893463155006e+34, 3.0081281408495766
0.2646951366147614, 512604374802967.06, 5479644.437073242, 0.6968433347536799, 1.3660996179257048, 0.001274892663918745, 0.9559627899859321, 1.9129895672488252e+34, 2.97224999656004
0.2729668596339765, 499257149917749.2, 5431219.83591606, 0.6847778504086615, 1.3833977919057536, 0.0011904979187802429, 0.9555230244029764, 1.9129897827158552e+34, 2.9381343675917004
0.2812385826531916, 486782116587053.6, 5384644.331736309, 0.6734693567001516, 1.4007182499347592, 0.0011141091042189714, 0.9550636798744446, 1.9129899931093367e+34, 2.9057393322441283
0.2895103056724067, 475088414005761.5, 5339772.754885206, 0.662840793644868, 1.4180645552978948, 0.0010447133636058631, 0.9545843664405117, 1.9129901987713545e+34, 2.8750211825047427
0.29778202869162185, 464097152149040.06, 5296475.437578093, 0.6528248346568515, 1.4354399087962293, 0.0009814552833208947, 0.9540847002815185, 1.9129904000009255e+34, 2.845934985076492
0.30605375171083693, 453739526343827.1, 5254636.15682698, 0.6433624111460584, 1.4528471948903092, 0.0009236083095482417, 0.9535643038331194, 1.9129905970602686e+34, 2.818435042468403
0.31432547473005207, 443955274464422.06, 5214150.39993501, 0.6344014961541832, 1.4702890204628711, 0.0008705520412372694, 0.9530228059057947, 1.9129907901800193e+34, 2.7924752710784886
0.32259719774926715, 434691406747134.9, 5174923.894727832, 0.6258960957462979, 1.4877677475595474, 0.00082175405983497, 0.952459841807555, 1.9129909795635893e+34, 2.768009510276195
0.3308689207684823, 425901154006335.9, 5136871.358281805, 0.6178054081096255, 1.5052855211887057, 0.0007767552896974091, 0.9518750534688555, 1.9129911653908348e+34, 2.744991774093629
0.33914064378769737, 417543091946087.9, 5099915.42694271, 0.6100931188595943, 1.5228442930456212, 0.000735158126903994, 0.9512680895688841, 1.91299134782116e+34, 2.7233764551499573
0.3474123668069125, 409580408322314.94, 5063985.737520955, 0.6027268076100877, 1.5404458418572888, 0.000696616754210269, 0.9506386056625115, 1.912991526996154e+34, 2.7031184888131956
0.3556840898261276, 401980286655529.1, 5029018.135153354, 0.5956774459306048, 1.5580917909113046, 0.0006608291939444085, 0.949986264307288, 1.9129917030418452e+34, 2.684173484248974
0.36395581284534273, 394713385556244.25, 4994953.987776758, 0.5889189707541226, 1.5757836232270483, 0.0006275307513326244, 0.9493107351899542, 1.9129918760706338e+34, 2.6664978278984757
0.3722275358645578, 387753396893696.1, 4961739.59072131, 0.5824279203857604, 1.5935226947437842, 0.0005964885769381341, 0.948611695251997, 1.9129920461829592e+34, 2.650048764007268
0.38049925888377295, 381076669300270.3, 4929325.647795585, 0.5761831226943761, 1.6113102458333475, 0.0005674971349990091, 0.9478888288138436, 1.912992213468742e+34, 2.6347844560601086
0.38877098190298803, 374661886072206.75, 4897666.817551145, 0.5701654269971137, 1.6291474113913238, 0.0005403744090638312, 0.9471418276973267, 1.9129923780086365e+34, 2.620664032347595
0.39704270492220317, 368489788561170.75, 4866721.3152949605, 0.5643574726838158, 1.6470352297171673, 0.0005149587108117853, 0.9463703913460962, 1.9129925398751225e+34, 2.6076476183581687
0.40531442794141825, 362542937771328.94, 4836450.5629534125, 0.55874348886005, 1.66497465035848, 0.0004911059847741233, 0.9455742269436873, 1.9129926991334607e+34, 2.5956963582552413
0.4135861509606334, 356805508173838.75, 4806818.880150592, 0.5533091202798902, 1.6829665410658947, 0.0004686875226745165, 0.9447530495289811, 1.9129928558425305e+34, 2.584772427329493
0.4218578739798485, 351263108794795.3, 4777793.210900483, 0.5480412756430476, 1.701011693981527, 0.00044758801763866056, 0.9439065821088202, 1.9129930100555678e+34, 2.5748390370120844
0.4301295969990636, 345902627477197.4, 4749342.881170251, 0.5429279949844702, 1.7191108311645582, 0.00042770390161163814, 0.9430345557675623, 1.912993161820816e+34, 2.5658604337786484
0.4384013200182787, 340712094903763.56, 4721439.383284011, 0.5379583334185182, 1.737264609541606, 0.0004089419197374213, 0.9421367097733746, 1.9129933111821014e+34, 2.5578018930596476
0.44667304303749383, 335680565527611.2, 4694056.183730136, 0.5331222589380002, 1.75547362535622, 0.0003912179037864837, 0.9412127916810866, 1.9129934581793456e+34, 2.5506297090936423
0.4549447660567089, 330798013017039.2, 4667168.551431937, 0.5284105623294296, 1.7737384181809153, 0.0003744557134140531, 0.9402625574314367, 1.9129936028490177e+34, 2.5443111815085433
0.463216489075924, 326055238198683.06, 4640753.4039586475, 0.5238147775645416, 1.7920594745458847, 0.00035858631943921595, 0.9392857714465582, 1.9129937452245401e+34, 2.538814599289919
0.47148821209513914, 321443787795724.9, 4614789.169505128, 0.519327111276168, 1.8104372312308616, 0.0003435470077214062, 0.9382822067215645, 1.9129938853366494e+34, 2.5341092226891657
0.4797599351143542, 316955882517020.1, 4589255.662765843, 0.514940380133291, 1.8288720782601018, 0.00032928068578394443, 0.9372516449121033, 1.9129940232137186e+34, 2.530165263533549
0.48803165813356936, 312584353268802.25, 4564133.973080615, 0.5106479551030169, 1.847364361634993, 0.0003157352772570694, 0.9361938764177606, 1.9129941588820467e+34, 2.526953864325957
0.49630338115278444, 308322584440941.94, 4539406.363444035, 0.506443711732327, 1.8659143858341591, 0.00030286319161319157, 0.935108700461204, 1.9129942923661172e+34, 2.524447076457876
0.5045751041719996, 304164463370916.06, 4515056.179153276, 0.5023219857046454, 1.8845224161069913, 0.0002906208586457093, 0.9339959251629636, 1.9129944236888307e+34, 2.522617837806004
0.5128468271912147, 300104335215804.94, 4491067.765025532, 0.49827753302946703, 1.903188680583178, 0.00027896831877996194, 0.9328553676117584, 1.9129945528717138e+34, 2.5214399499344697
0.5211185502104297, 296136962569938.5, 4467426.390250556, 0.4943054943107308, 1.9219133722179649, 0.00026786886166418417, 0.9316868539302818, 1.9129946799351063e+34, 2.5208880550940673
