R, P, T, Rho, Kappa, Epsilon, Qm, L_r, dlPlT
0.0020494332368029837, 2.6532053166956315e+19, 97997915.44509009, 2008.009811983108, 0.37537456100575606, 21575671612920.477, 0.970897052155613, -2.0330421458501005e+41, 2.477027531919755
0.0030741498551971553, 1.1919368156680954e+19, 70944806.3438428, 1250.3582160803178, 0.41248118217940893, 406192801390.32635, 0.9708750477006483, -7.959663748540176e+39, 2.4871114597342485
0.004098866473591326, 7.042790923314896e+18, 57417405.97307325, 914.2050115744776, 0.4557793078136385, 23774959157.748695, 0.9708454566803325, -8.283537773891548e+38, 2.490841805859298
0.0051235830919854975, 4.816232572618588e+18, 49293074.81810641, 728.8073552511499, 0.5022718237543431, 2712599365.63062, 0.9708078729340385, -1.539913377675776e+38, 2.4927283857689164
0.0061482997103796694, 3.601762371931499e+18, 43869400.9587843, 612.7192329445586, 0.5500242703702494, 479987425.4981572, 0.9707617709316446, -4.1856951634841844e+37, 2.4938663207540896
0.0071730163287738406, 2.8589163851282145e+18, 39988726.5525506, 533.7268440516956, 0.5978109157208542, 115668965.46741274, 0.9707065774829408, -1.4841083102553775e+37, 2.4946298473361965
0.008197732947168012, 2.366778251623843e+18, 37072286.67363258, 476.72632710274587, 0.6448700347526346, 35006738.797397465, 0.9706416971563809, -6.393160084556031e+36, 2.4951790257076825
0.009222449565562183, 2.0210143020409943e+18, 34798545.632994354, 433.75930164454485, 0.6907426979967941, 12607628.949878015, 0.9705665236309863, -3.1914957727823804e+36, 2.495593679996778
0.010247166183956354, 1.766923151043484e+18, 32974573.871935803, 400.25882351665774, 0.735167645721035, 5204175.029128644, 0.970480445600497, -1.786355540852234e+36, 2.4959181919512408
0.011271882802350527, 1.5734601365727905e+18, 31477590.459797356, 373.42746358021657, 0.7780126077966707, 2396174.1690234602, 0.9703828501937325, -1.0945391547106924e+36, 2.4961792819394644
0.012296599420744698, 1.4218755317361206e+18, 30225735.64541379, 351.46105905487076, 0.8192291796883122, 1206040.6184882016, 0.9702731251255692, -7.211059914119949e+35, 2.496394035886185
0.013321316039138869, 1.3002627923259574e+18, 29162333.06100315, 333.14641086607315, 0.858822988368271, 653431.9313013059, 0.9701506601426586, -5.038579550306538e+35, 2.496573904752461
0.01434603265753304, 1.2007422037608955e+18, 28246896.535362557, 317.6390354323682, 0.8968338596158465, 376565.8303112177, 0.970014848051496, -3.694100252231269e+35, 2.4967268574522974
0.015370749275927211, 1.1179154870200594e+18, 27449734.017613903, 304.33377750302895, 0.9333225844376654, 228654.517596965, 0.9698650854863102, -2.817903340503935e+35, 2.4968586135824418
0.016395465894321382, 1.0479740881596128e+18, 26748574.90050452, 292.7861078807031, 0.9683620768268473, 145186.50858512992, 0.9697007735079913, -2.2213971719564663e+35, 2.4969733856507568
0.017420182512715553, 9.881622811994351e+17, 26126387.605342414, 282.6624347843135, 1.0020314762506695, 95809.35587613987, 0.9695213180893515, -1.799895164692738e+35, 2.4970743449697608
0.018444899131109724, 9.36441884481837e+17, 25569924.570072036, 273.7077116695155, 1.0344122377277507, 65377.76400619041, 0.969326130521532, -1.492365679142928e+35, 2.49716392452222
